Genome ID,Species,NDM,KPC,OXA,TEM,SHV,CTX_M,Efflux_Pump,Carbapenemase,Beta_lactamase
562.110856,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110857,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110858,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110859,Escherichia coli,1,0,0,0,0,0,0,0,1
562.11086,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110861,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110862,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110863,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110864,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110865,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110866,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110867,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110868,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110869,Escherichia coli,1,0,0,0,0,0,0,0,1
562.11087,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110871,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110872,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110873,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110874,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110875,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110876,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110877,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110878,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110879,Escherichia coli,1,0,0,0,0,0,0,0,1
562.11088,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110881,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110882,Escherichia coli,1,0,0,0,0,0,0,0,1
562.110883,Escherichia coli,1,0,0,0,0,0,0,0,1
562.111058,Escherichia coli,1,0,0,0,0,0,0,0,1
562.111186,Escherichia coli,1,0,0,0,0,0,0,0,1
562.111199,Escherichia coli,0,0,0,0,0,0,1,0,0
562.111204,Escherichia coli,0,0,0,0,0,0,1,0,0
562.111211,Escherichia coli,0,0,0,0,0,0,1,0,0
562.111232,Escherichia coli,0,0,0,0,0,0,1,0,0
562.111296,Escherichia coli,1,0,0,0,0,0,0,0,1
562.112335,Escherichia coli,1,0,0,0,0,0,0,0,1
562.112337,Escherichia coli,1,0,0,0,0,0,0,0,1
562.112363,Escherichia coli,0,0,0,0,0,0,1,0,0
562.11243,Escherichia coli,1,0,0,0,0,0,0,0,1
562.112431,Escherichia coli,1,0,0,0,0,0,0,0,1
562.1125,Escherichia coli,1,0,0,0,0,0,0,0,1
562.112521,Escherichia coli,1,0,0,0,0,0,0,0,1
562.112522,Escherichia coli,1,0,0,0,0,0,0,0,1
562.112523,Escherichia coli,1,0,0,0,0,0,0,0,1
562.112524,Escherichia coli,1,0,0,0,0,0,0,0,1
562.112525,Escherichia coli,1,0,0,0,0,0,0,0,1
562.112526,Escherichia coli,1,0,0,0,0,0,0,0,1
562.11253,Escherichia coli,1,0,0,0,0,0,0,0,1
562.112532,Escherichia coli,1,0,0,0,0,0,0,0,1
562.112534,Escherichia coli,1,0,0,0,0,0,0,0,1
562.112535,Escherichia coli,1,0,0,0,0,0,0,0,1
562.112536,Escherichia coli,1,0,0,0,0,0,0,0,1
562.112537,Escherichia coli,1,0,0,0,0,0,0,0,1
562.112538,Escherichia coli,1,0,0,0,0,0,0,0,1
562.112539,Escherichia coli,1,0,0,0,0,0,0,0,1
562.11254,Escherichia coli,1,0,0,0,0,0,0,0,1
562.11333,Escherichia coli,1,0,0,0,0,0,0,0,1
562.114624,Escherichia coli,1,0,0,0,0,0,0,0,1
562.114627,Escherichia coli,1,0,0,0,0,0,0,0,1
562.114628,Escherichia coli,1,0,0,0,0,0,0,0,1
562.114629,Escherichia coli,1,0,0,0,0,0,0,0,1
562.114635,Escherichia coli,1,0,0,0,0,0,0,0,1
562.114656,Escherichia coli,1,0,0,0,0,0,0,0,1
562.114672,Escherichia coli,1,0,0,0,0,0,0,0,1
562.114673,Escherichia coli,1,0,0,0,0,0,0,0,1
562.114682,Escherichia coli,1,0,0,0,0,0,0,0,1
562.114697,Escherichia coli,1,0,0,0,0,0,0,0,1
562.114698,Escherichia coli,1,0,0,0,0,0,0,0,1
562.114699,Escherichia coli,1,0,0,0,0,0,0,0,1
562.114819,Escherichia coli,1,0,0,0,0,0,0,0,1
562.11483,Escherichia coli,1,0,0,0,0,0,0,0,1
562.114831,Escherichia coli,1,0,0,0,0,0,0,0,1
562.114837,Escherichia coli,1,0,0,0,0,0,0,0,1
562.114838,Escherichia coli,1,0,0,0,0,0,0,0,1
562.11484,Escherichia coli,1,0,0,0,0,0,0,0,1
562.114868,Escherichia coli,1,0,0,0,0,0,0,0,1
562.114869,Escherichia coli,1,0,0,0,0,0,0,0,1
562.11487,Escherichia coli,1,0,0,0,0,0,0,0,1
562.114871,Escherichia coli,1,0,0,0,0,0,0,0,1
562.114872,Escherichia coli,1,0,0,0,0,0,0,0,1
562.114873,Escherichia coli,1,0,0,0,0,0,0,0,1
562.114874,Escherichia coli,1,0,0,0,0,0,0,0,1
562.114875,Escherichia coli,1,0,0,0,0,0,0,0,1
562.114876,Escherichia coli,1,0,0,0,0,0,0,0,1
562.114877,Escherichia coli,1,0,0,0,0,0,0,0,1
562.114888,Escherichia coli,0,0,0,0,0,0,0,0,0
562.11489,Escherichia coli,1,0,0,0,0,0,0,0,1
562.1149,Escherichia coli,1,0,0,0,0,0,0,0,1
562.11491,Escherichia coli,1,0,0,0,0,0,0,0,1
562.114912,Escherichia coli,1,0,0,0,0,0,0,0,1
562.11492,Escherichia coli,1,0,0,0,0,0,0,0,1
562.11494,Escherichia coli,1,0,0,0,0,0,0,0,1
562.114989,Escherichia coli,1,0,0,0,0,0,0,0,1
562.114992,Escherichia coli,1,0,0,0,0,0,0,0,1
562.114993,Escherichia coli,1,0,0,0,0,0,0,0,1
562.114995,Escherichia coli,1,0,0,0,0,0,0,0,1
562.114996,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115001,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115005,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115014,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115018,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115021,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115024,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115036,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115037,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115042,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115046,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115047,Escherichia coli,1,0,0,0,0,0,0,0,1
562.11505,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115058,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115059,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115068,Escherichia coli,1,0,0,0,0,0,0,0,1
562.11507,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115101,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115102,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115103,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115104,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115105,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115106,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115107,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115108,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115109,Escherichia coli,1,0,0,0,0,0,0,0,1
562.11511,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115111,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115118,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115122,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115123,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115124,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115125,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115126,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115128,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115129,Escherichia coli,1,0,0,0,0,0,0,0,1
562.11513,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115131,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115132,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115133,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115134,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115135,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115136,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115137,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115138,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115139,Escherichia coli,1,0,0,0,0,0,0,0,1
562.11514,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115141,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115142,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115143,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115144,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115145,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115146,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115147,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115148,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115149,Escherichia coli,1,0,0,0,0,0,0,0,1
562.11515,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115152,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115153,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115154,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115155,Escherichia coli,1,0,0,0,0,0,0,0,1
562.115156,Escherichia coli,1,0,0,0,0,0,0,0,1
